ID,cluster,Kernel_Density_TWA,Slope,Min_Distance_to_Location_Chain,Travel_to_Enjoyment,Travel_to_Pathology,AIC,group
4mkdhdpy,3,0.268918927,-0.431190428,-0.487717116,-0.004887736,0.306030967,-0.601803166,online_300
4mkdhdpy,2,-0.670404803,-0.049640431,-0.44987919,0.090887018,0.402391243,-0.1391707,online_300
4mkdhdpy,2,-0.670404803,-0.70468601,-0.216493023,0.14443639,0.037444284,-0.004106304,online_300
4mkdhdpy,4,-0.276099098,2.013769073,-0.480206923,-1.032832244,0.04226849,0.086070768,online_300
4v0x0w89,3,1.814194181,0.270042796,-0.490716036,-3.491429342,0.471932623,0.287287427,online_300
4v0x0w89,3,0.367813663,0.684394933,-0.001274744,-2.410071623,0.267601476,-0.078361199,online_300
4v0x0w89,3,0.704076944,0.84106871,-0.4981343,-2.702440036,0.47427263,0.980136283,online_300
4v0x0w89,3,-0.670404803,-0.742878736,-0.272034847,-4.011608182,0.017870324,0.213432409,online_300
4v0x0w89,4,1.713167294,2.016623363,-0.498810069,-3.66463176,0.0391863,0.467863416,online_300
4v0x0w89,1,-0.670404803,-0.78396233,2.974780917,-4.344187296,0.307679627,1.307177631,online_300
4v0x0w89,3,0.392739606,0.16802073,-0.492100808,-2.008063773,0.06264889,-0.031043436,online_300
4v0x0w89,3,-0.670404803,-0.607360923,-0.461449,-1.36724834,0.417471261,-0.370001923,online_300
4v0x0w89,3,-0.303082706,-0.017180328,-0.470402827,-1.792733209,0.484610182,1.207770097,online_300
4v0x0w89,1,-0.670404803,-0.784078934,1.900111404,-3.109828363,0.462007704,-1.123064733,online_300
4v0x0w89,3,2.176407809,0.412901381,-0.491133303,-3.408927848,0.4767416,0.080004429,online_300
4v0x0w89,3,-0.23907874,1.020337499,-0.494960688,-3.97763911,0.470870998,-0.390037709,online_300
4v0x0w89,4,-0.1331824,2.23418106,-0.494210768,-2.09030738,0.470328164,-0.718382318,online_300
4v0x0w89,1,-0.670404803,-0.78293894,1.693638126,-2.320031708,0.027431813,0.487140874,online_300
4v0x0w89,3,-0.340601874,-0.10478126,-0.494802866,-2.668623261,0.34668282,-0.280000221,online_300
4v0x0w89,3,0.699617307,0.61794822,-0.49936697,-3.408020922,0.009707667,0.796799924,online_300
4v0x0w89,3,-0.670404803,-0.782783038,1.698609604,-3.101112693,0.360721078,1.004004992,online_300
4v0x0w89,3,0.634270088,-0.247029027,-0.49069639,-3.49170004,0.361230307,0.600640399,online_300
4v0x0w89,3,0.706243237,-0.237679709,-0.491004301,-3.217226394,0.344099107,-0.418827266,online_300
4v0x0w89,3,2.802143808,-0.232009471,-0.480878797,-3.216102343,0.363429867,0.87474273,online_300
4v0x0w89,1,-0.670404803,-0.784082944,2.0201232,-2.830016971,0.648170844,0.287619719,online_300
4zwul0rb,1,-0.670404803,-0.78498116,2.324478384,0.29091924,-0.779609388,0.73010443,online_300
4zwul0rb,2,1.798292863,-0.011142003,-0.00240003,0.391893208,-0.79600261,-2.028810819,online_300
4zwul0rb,2,-0.607069603,-0.03947328,-0.460706864,1.444608002,-0.099630023,1.10771319,online_300
4zwul0rb,1,-0.670404803,-0.784620839,2.021290744,1.402327934,-0.606006671,0.370008906,online_300
4zwul0rb,3,-0.009067008,-0.388040807,-0.480423811,-0.20672901,-0.624721999,0.0378932,online_300
4zwul0rb,2,-0.667270941,-0.491092278,-0.491420913,1.034006023,-0.668076897,-1.07000209,online_300
4zwul0rb,2,-0.670404803,-0.761430074,-0.131924688,1.10376693,-0.780844808,-0.328606098,online_300
4zwul0rb,2,1.014403896,0.197301188,-0.002024177,0.812079018,-0.79461778,-0.300061443,online_300
4zwul0rb,1,-0.670404803,-0.781391801,2.106103686,0.866010009,-0.818094461,-0.400198696,online_300
4zwul0rb,4,0.004478039,2.328819248,-0.491224223,1.086221243,-0.646460113,0.786619622,online_300
4zwul0rb,2,1.01116819,0.372206884,-0.002007727,1.499891929,-0.634410314,0.330040813,online_300
4zwul0rb,3,-0.670404803,-0.692810904,-0.410901996,-0.23288391,-0.680100739,0.43820001,online_300
4zwul0rb,2,0.627890402,0.320882242,-0.497000709,1.4473961,-0.619790388,-0.106207706,online_300
4zwul0rb,2,-0.670404803,-0.08746909,-0.409073078,1.300610407,-0.73904393,0.023063877,online_300
4zwul0rb,2,-0.10888938,-0.409061428,-0.490200374,1.049669218,-0.722048946,-0.880883282,online_300
4zwul0rb,2,0.697191264,0.101080028,-0.496008166,0.660718243,-0.788968108,-0.273628203,online_300
4zwul0rb,4,0.122973797,2.930866982,-0.488219748,0.623876209,-0.680263423,1.131311712,online_300
4zwul0rb,2,-0.669012912,-0.630937019,-0.408300718,1.430012089,-0.719840304,0.064137328,online_300
4zwul0rb,2,0.78100936,0.067223703,-0.49968046,1.189643939,-0.762096338,-0.100339967,online_300
4zwul0rb,2,-0.273494282,0.280721003,-0.49146282,0.086791896,-0.09203493,0.463380063,online_300
4zwul0rb,2,-0.421987348,0.72687906,-0.497487999,0.403130942,-0.66722319,0.030111746,online_300
06c92wvb,2,-0.609281642,-0.36030134,-0.483688708,0.611607936,0.101992627,-1.219414198,online_300
06c92wvb,2,1.100739901,0.460288316,-0.494249366,0.312476007,0.1006022,1.040090877,online_300
06c92wvb,4,0.070073263,2.403249778,-0.498802001,0.734609303,0.102676721,-0.282901406,online_300
06c92wvb,2,-0.670404201,-0.013670074,-0.4731738,0.809468801,0.102680733,-0.00236063,online_300
06c92wvb,4,2.082012038,2.611189793,-0.000397182,0.036910647,0.196203979,-1.270710242,online_300
06c92wvb,2,-0.294149043,0.218709934,-0.492742869,0.328702847,0.148876364,0.944137738,online_300
06c92wvb,2,0.11684906,0.481071137,-0.494393902,0.422313781,0.130276046,0.380904648,online_300
06c92wvb,1,-0.670404803,-0.78306134,2.306128209,0.92090013,0.102608163,1.240419003,online_300
06c92wvb,2,0.090603193,0.812008773,-0.001100733,0.82778684,0.109918083,0.200386861,online_300
06c92wvb,4,2.641413606,2.38417081,-0.004796668,0.197282469,0.194049841,0.338269137,online_300
06c92wvb,2,0.86800849,-0.200434202,-0.497390629,0.060468218,0.107162247,0.44222292,online_300
06c92wvb,2,-0.669234034,-0.227927306,-0.48418184,0.841204872,0.09792423,-0.222717702,online_300
06c92wvb,4,1.24276473,1.649743038,-0.002870204,-0.390961621,0.2247818,0.606298424,online_300
06c92wvb,2,0.8164628,0.292204039,-0.499738702,0.600026708,0.161834014,-1.479002967,online_300
06c92wvb,1,-0.670404803,-0.784608091,2.474184107,0.298996018,0.149644828,-0.09208229,online_300
06c92wvb,2,-0.080427012,-0.422948422,-0.492894226,0.021982841,0.141411201,0.122960871,online_300
06c92wvb,2,-0.670404803,-0.682833484,-0.40909163,0.092000102,0.117713102,0.103003688,online_300
06c92wvb,2,0.423722304,-0.379662472,-0.490431,0.092880073,0.117208142,0.71096041,online_300
06c92wvb,2,-0.670404803,-0.7407042,-0.37031319,0.926017638,0.092302869,-0.023817034,online_300
06c92wvb,4,0.077194379,2.336214121,-0.490481088,-0.107430706,0.2064002,-0.986094646,online_300
06c92wvb,2,-0.00724896,-0.092168121,-0.497408699,0.104828068,0.190414009,0.48300683,online_300
0yac0pjk,4,-0.000438124,1.048624471,-0.498318203,0.427769767,0.838340173,-0.670084262,online_300
0yac0pjk,4,0.210603274,2.310400701,-0.492687004,0.280007873,0.809707202,0.410841267,online_300
0yac0pjk,1,-0.670404803,-0.784681713,1.720813477,-1.211024712,0.704701973,0.764307029,online_300
0yac0pjk,2,-0.670404803,-0.086178007,-0.431220216,0.41323002,0.881310148,1.207207706,online_300
0yac0pjk,2,-0.06069469,-0.46190109,-0.496149901,0.081833036,0.848774412,0.720626674,online_300
0yac0pjk,3,-0.60649601,-0.403029312,-0.481008234,-0.746071069,0.778306607,1.023986938,online_300
0yac0pjk,3,-0.419818022,0.660886126,-0.4977831,-0.694408994,0.703920949,0.087622806,online_300
0yac0pjk,3,-0.670404803,-0.738007289,-0.370600047,-1.628003191,0.800444289,0.633700247,online_300
0yac0pjk,3,-0.496329648,-0.12630003,-0.496670629,-0.003010936,0.81949041,0.468730309,online_300
0yac0pjk,2,-0.1809086,0.246018173,-0.493876771,0.400700632,0.808926668,0.090498816,online_300
0yac0pjk,4,1.046900973,2.000963422,-0.498293604,-0.932374386,0.806603784,0.319838168,online_300
0yac0pjk,4,-0.62278107,2.200231,-0.490729931,-1.20203018,0.777380209,0.320262237,online_300
0yac0pjk,4,-0.218924,2.344318161,-0.496607406,-0.326402047,0.812866666,0.638776864,online_300
0yac0pjk,4,-0.260390013,2.29369828,-0.497600624,-0.447714888,0.700039388,-0.263000012,online_300
0yac0pjk,2,-0.42801903,0.180084364,-0.490097801,0.389946238,0.807,0.808949101,online_300
0yac0pjk,3,0.794331104,0.2099493,-0.499377788,-1.174033773,0.726741401,-0.830948071,online_300
0yac0pjk,3,2.471296016,0.037993028,-0.494791174,-0.369714701,0.798733608,0.171794301,online_300
0yac0pjk,3,0.202071243,-0.447220062,-0.497098936,-0.81144729,0.804132683,0.091440429,online_300
0yac0pjk,4,-0.102802978,2.674484912,-0.486073744,-1.216823314,0.698006,0.613962201,online_300
0yac0pjk,4,1.109679134,2.44391127,-0.000716402,0.046303766,0.79483222,-0.196613008,online_300
0yac0pjk,3,-0.670404803,-0.704769081,-0.402002382,-1.101604474,0.767273082,0.666070411,online_300
61f4h04p,2,1.006001444,0.630213008,-0.498090808,1.022074479,0.227067064,-0.40662394,online_300
61f4h04p,2,-0.670404319,-0.30090773,-0.483090763,1.043070919,0.220703936,-0.003848086,online_300
61f4h04p,1,-0.670404803,-0.78006133,2.243078977,1.203787893,0.23088238,0.226237601,online_300
61f4h04p,2,-0.670404803,-0.67146364,-0.40613332,1.177006863,0.233064111,-0.10164114,online_300
61f4h04p,2,-0.670404803,-0.728870807,-0.310879869,0.779002146,0.224082774,0.491803143,online_300
61f4h04p,2,0.894940062,0.320737046,-0.4930103,1.439471381,0.2244009,-0.464700207,online_300
61f4h04p,2,1.229223699,-0.074342093,-0.49038108,1.07493232,0.23978048,0.708824636,online_300
61f4h04p,1,-0.670404803,-0.780912989,1.620139917,1.48171766,0.23204819,0.497848034,online_300
61f4h04p,2,-0.660330034,-0.08991707,-0.493404978,0.837141492,0.366894737,-0.400909462,online_300
61f4h04p,1,-0.670404803,-0.783260628,1.769677427,1.371049703,0.236184031,0.230070982,online_300
61f4h04p,4,0.140930976,2.094036062,-0.494880099,0.326930921,0.364240064,0.069776647,online_300
61f4h04p,2,-0.670404803,-0.604102787,-0.39989624,1.477101791,0.230831946,0.066804366,online_300
61f4h04p,2,-0.667481122,-0.29407828,-0.487240682,1.498621626,0.274987701,-0.037288488,online_300
61f4h04p,1,-0.670404803,-0.781988094,2.287203013,1.0490992,0.233622301,-0.287348716,online_300
61f4h04p,2,-0.66702072,-0.272762494,-0.483802029,1.06281686,0.248137011,0.480127192,online_300
61f4h04p,1,-0.670404803,-0.783120448,2.000894084,1.124602762,0.240370873,0.173292208,online_300
61f4h04p,2,-0.670392027,-0.33809329,-0.483230916,1.042164221,0.21996688,-0.649209782,online_300
61f4h04p,1,-0.670404803,-0.783648113,2.706300214,1.488306134,0.236336249,-0.810971814,online_300
61f4h04p,2,-0.084703009,-0.27992272,-0.492970342,1.393800447,0.373436029,-0.128477179,online_300
61f4h04p,2,1.098606069,0.83460907,-0.493870768,1.000417606,0.384362266,0.621649206,online_300
61f4h04p,2,0.003488614,-0.183102997,-0.001060997,0.67147012,0.388419686,-0.033881894,online_300
61k97lnr,4,0.227392416,3.081640003,-0.493271422,1.00033962,0.048883803,0.697333908,online_300
61k97lnr,4,-0.177616978,1.90601404,-0.496410783,1.064760491,0.063106903,0.29080728,online_300
61k97lnr,1,-0.670404803,-0.783430226,2.34836467,0.081798001,0.106461136,-0.281883312,online_300
61k97lnr,2,-0.670404803,-0.661939472,-0.449012882,0.647600966,0.2214077,-0.370743133,online_300
61k97lnr,1,-0.670404803,-0.78224807,2.06323949,0.408081008,0.133209046,0.180061706,online_300
61k97lnr,2,-0.669922671,-0.486917007,-0.48217336,0.960320622,0.009017972,-0.02443088,online_300
61k97lnr,2,0.10837467,1.241610981,-0.496800728,0.990216362,0.008740633,-0.282729347,online_300
61k97lnr,2,2.723140309,0.492061933,-0.001940164,1.763162028,0.16402302,-1.377832443,online_300
61k97lnr,1,-0.670404803,-0.782941722,1.694967796,0.479606044,0.217901272,-0.487100803,online_300
61k97lnr,2,-0.670404803,-0.776714691,0.306909487,1.07298231,0.130493009,-0.049786606,online_300
61k97lnr,1,-0.670404803,-0.782847079,1.73029121,1.076100933,0.12318108,0.39796107,online_300
61k97lnr,4,1.813621139,1.46093297,-0.000303702,1.077400012,0.14007346,-1.4133641,online_300
61k97lnr,2,-0.670404803,-0.710372038,-0.403220777,0.660441706,0.114008879,0.008769304,online_300
61k97lnr,2,-0.670404803,-0.71280088,-0.418734338,1.023261463,0.036866049,-0.001324129,online_300
61k97lnr,2,-0.670404292,-0.098099747,-0.478003426,1.021033382,0.143212997,0.4720722,online_300
61k97lnr,2,-0.670404803,-0.7319209,-0.448770082,1.264400622,0.270047008,0.260909022,online_300
61k97lnr,2,-0.438614312,-0.240290498,-0.490021267,0.870234893,0.077966709,0.26048038,online_300
61k97lnr,1,-0.670404803,-0.7821773,2.009000399,0.981102192,0.270968107,-0.420466903,online_300
61k97lnr,2,-0.203236883,-0.302440127,-0.496390043,0.717600169,0.216163814,-0.016307232,online_300
61k97lnr,2,0.002830423,-0.271609771,-0.48900349,0.79804888,0.084071998,-0.17228463,online_300
61k97lnr,2,1.03841296,-0.138818218,-0.496477083,1.323210409,0.197738628,-0.066484024,online_300
60z3hmwp,1,-0.670404803,-0.78101009,1.709301922,1.097100448,-0.84892744,0.993102708,online_300
60z3hmwp,4,-0.096984949,2.368220601,-0.488768004,0.730400009,-0.660820117,1.000360844,online_300
60z3hmwp,2,-0.036330811,-0.0897124,-0.483163711,1.08196624,-0.71422738,0.004088399,online_300
60z3hmwp,2,-0.670404803,-0.663037084,-0.42329318,1.640910281,-0.838406074,-0.223446278,online_300
60z3hmwp,2,-0.670404803,-0.761073096,-0.009611241,1.0896663,-0.809861439,0.769760008,online_300
60z3hmwp,2,0.147268636,1.140180646,-0.49920706,1.641430713,-0.73609187,-1.202394762,online_300
60z3hmwp,2,0.30021438,-0.022824189,-0.000624139,1.293708004,-0.702471047,-0.380810477,online_300
60z3hmwp,2,-0.670404802,-0.496380741,-0.470707737,1.679348461,-0.72861137,-0.120297074,online_300
60z3hmwp,2,1.346096203,-0.262104103,-0.496416388,1.003846027,-0.70704192,0.340370328,online_300
60z3hmwp,1,-0.670404803,-0.781696603,1.762028937,1.008470372,-0.840873103,0.006446997,online_300
60z3hmwp,2,1.363041874,0.40747063,-0.0007672,1.072026368,-0.691300024,-0.260010068,online_300
60z3hmwp,2,-0.607860432,-0.438762098,-0.490103076,1.160484329,-0.8302414,1.294617666,online_300
60z3hmwp,4,1.476348008,1.003878499,-0.00203102,1.196869779,-0.666611106,-0.263110009,online_300
60z3hmwp,2,-0.440071661,2.90E-05,-0.486216398,1.47341174,-0.704700179,1.241401006,online_300
60z3hmwp,2,-0.670404803,-0.729094116,-0.362828048,-0.016118892,-0.748496402,0.26130782,online_300
60z3hmwp,4,-0.204389033,3.07043902,-0.49322084,1.319034027,-0.731963094,0.61221014,online_300
60z3hmwp,2,-0.4489697,-0.420028261,-0.496440037,0.307848764,-0.674398069,-0.176879047,online_300
60z3hmwp,2,1.000677928,-0.238783473,-0.493318434,1.21082389,-0.670810239,1.072240647,online_300
60z3hmwp,4,0.220191903,2.213663007,-0.497440236,0.202024092,-0.603936666,0.102792776,online_300
60z3hmwp,2,-0.023101819,0.09108097,-0.493901311,1.320833068,-0.78220926,0.400940691,online_300
60z3hmwp,2,-0.670404803,-0.638676478,-0.460110024,1.43298489,-0.776889744,-0.971449207,online_300
66m1hdcb,2,-0.670404803,-0.744083013,-0.281789074,0.217743828,-0.026432146,0.279297079,online_300
66m1hdcb,2,-0.670404802,-0.630387803,-0.463247373,0.747046343,0.066222202,-0.192009414,online_300
66m1hdcb,2,-0.670404802,-0.333198009,-0.476949204,-0.074209203,0.113984932,-0.864069284,online_300
66m1hdcb,2,0.880008406,0.881126023,-0.494303464,0.09108417,0.14462248,-0.082008104,online_300
66m1hdcb,2,1.29400791,0.662681081,-0.497021403,0.67399008,0.171062491,0.307680982,online_300
66m1hdcb,2,1.877402493,0.063906699,-0.499030464,0.464497794,0.100693369,-0.00896921,online_300
66m1hdcb,2,1.030419939,-0.380923409,-0.499300006,0.820762426,0.116230023,0.63442482,online_300
66m1hdcb,4,0.606110043,3.084700082,-0.486888769,0.160009021,0.03161066,-0.433330026,online_300
66m1hdcb,1,-0.670404803,-0.783241231,1.762402606,0.760727423,0.10000097,1.63480608,online_300
66m1hdcb,2,-0.670404803,-0.70824092,-0.391014711,0.280103008,0.06308791,1.071624703,online_300
66m1hdcb,2,-0.084781291,-0.09631073,-0.491611729,0.822934,0.109227199,-0.768007377,online_300
66m1hdcb,1,-0.670404803,-0.782907472,1.779379704,0.180964007,0.173970409,0.9973878,online_300
66m1hdcb,2,-0.207208162,0.008682099,-0.494766268,0.887676009,0.093022127,0.610008782,online_300
66m1hdcb,2,-0.633442447,-0.440264196,-0.487963696,0.178320909,-0.04670022,-0.102137847,online_300
66m1hdcb,2,1.660830407,0.60177018,-0.002063084,0.627237241,0.14137867,-0.634023042,online_300
66m1hdcb,2,-0.643902392,-0.427082443,-0.480464704,0.690219244,0.083839683,-0.300774062,online_300
66m1hdcb,2,-0.666870686,-0.04000043,-0.491476326,0.092442442,-0.002141917,0.096872111,online_300
66m1hdcb,2,-0.670404803,-0.77824038,0.013862906,0.8478703,0.12633794,0.390007738,online_300
66m1hdcb,3,0.210911046,-0.419210414,-0.490324003,-0.238704317,0.131769194,-1.197099787,online_300
66m1hdcb,2,2.346022099,-0.288242709,-0.49674409,0.43303302,0.187907862,0.020420029,online_300
66m1hdcb,2,3.63663906,-0.238283009,-0.489076664,0.616448009,0.124600303,0.846723032,online_300
687xxpl7,3,-0.670404803,-0.601009049,-0.468410927,-1.738048279,1.201782822,-1.048983696,online_300
687xxpl7,3,-0.100064642,-0.32843722,-0.496607062,-2.048321662,1.09382106,-0.640283023,online_300
687xxpl7,2,0.486177466,-0.173687803,-0.493080968,-0.116117319,1.240920466,-0.700211193,online_300
687xxpl7,1,-0.670404803,-0.784162601,1.813281767,0.490962804,1.203670794,1.266418206,online_300
687xxpl7,1,-0.670404803,-0.783631639,1.608174602,0.22010391,1.030414883,0.113002028,online_300
687xxpl7,1,-0.670404803,-0.782018677,2.21670764,-0.038968742,1.070100323,-0.19908132,online_300
687xxpl7,3,-0.670404803,-0.716007787,-0.439789312,-2.071109149,1.116263479,0.209479228,online_300
687xxpl7,3,-0.670007272,-0.40040006,-0.487144297,-1.09470498,1.09377926,-0.666464001,online_300
687xxpl7,3,-0.08069184,-0.043378473,-0.494010623,-0.707076047,1.00703311,-0.1982741,online_300
687xxpl7,4,0.304416744,4.187006119,-0.490118717,-1.331860499,1.10720913,-0.027806219,online_300
687xxpl7,3,-0.670404803,-0.77408407,0.002220931,-1.308763944,0.941004246,0.079098209,online_300
687xxpl7,1,-0.670404803,-0.782378316,1.809387008,-0.768871241,0.968094442,0.279020744,online_300
687xxpl7,1,-0.670404803,-0.782014341,1.64118906,0.1020861,1.029891662,0.24400607,online_300
687xxpl7,1,-0.670404803,-0.784110107,1.80870614,-2.69922919,0.93366078,1.080122247,online_300
687xxpl7,3,-0.670404847,-0.644833737,-0.468027032,-1.16136004,0.980496233,-0.482660039,online_300
687xxpl7,2,-0.670337471,-0.266232697,-0.486419316,0.19730012,1.12088028,-0.010907924,online_300
687xxpl7,3,0.184002621,-0.180403806,-0.499643414,-1.676607717,1.108100273,-0.381601406,online_300
687xxpl7,1,-0.670404803,-0.78102406,2.421019028,-2.060019879,0.896984933,-0.007174864,online_300
687xxpl7,3,-0.608170934,-0.174094463,-0.487980073,-0.3063047,1.101013313,0.733406826,online_300
687xxpl7,4,-0.082976382,2.266449929,-0.496166879,-2.312816826,1.01116864,0.426438944,online_300
687xxpl7,3,-0.670404803,-0.741107947,-0.341983697,-0.708084463,1.094976106,0.944018799,online_300
6aawk3u0,2,-0.670404802,-0.00472616,-0.478122668,0.021839027,-0.936601373,-0.490936229,online_300
6aawk3u0,2,-0.078017001,-0.629608222,-0.467008076,0.776670943,-0.806363406,-0.06760093,online_300
6aawk3u0,2,0.290076112,0.319708879,-0.49178402,0.447681003,-0.806863193,0.023177446,online_300
6aawk3u0,3,-0.670404803,-0.69803068,-0.419433773,-0.182088223,-0.930104991,0.202488407,online_300
6aawk3u0,2,-0.670404803,-0.671666029,-0.386341324,0.102140829,-0.884047037,0.109126018,online_300
6aawk3u0,3,-0.670404822,-0.099701467,-0.468039833,-0.60860324,-0.908077013,-1.463367474,online_300
6aawk3u0,3,0.916300091,-0.192344163,-0.498086006,-0.009778613,-0.989364778,0.201006614,online_300
6aawk3u0,3,-0.669727022,-0.006104034,-0.47742793,-0.198666233,-0.801876306,-0.327807638,online_300
6aawk3u0,2,-0.670404849,-0.6084208,-0.446807076,0.292846383,-0.89020976,0.02766743,online_300
6aawk3u0,2,-0.670404803,-0.678213374,-0.4266234,0.7098793,-0.79713642,0.088220897,online_300
6aawk3u0,3,-0.6047793,-0.39684472,-0.482139924,-0.314066808,-0.947201439,-0.329306066,online_300
6aawk3u0,1,-0.670404803,-0.78290476,2.218192967,0.102080096,-0.822617163,-1.370184487,online_300
6aawk3u0,1,-0.670404803,-0.782667603,2.099084136,0.639380099,-0.809797001,-0.136416337,online_300
6aawk3u0,4,0.06970069,2.712398486,-0.494669468,-0.40882309,-0.978816843,0.261084721,online_300
6aawk3u0,2,0.368906074,-0.332219426,-0.488340771,0.376624467,-0.861620317,-1.203624689,online_300
6aawk3u0,2,2.120201606,0.29688986,-0.497898981,-0.02200873,-0.970442631,-0.087068664,online_300
6aawk3u0,2,-0.616314093,-0.231083066,-0.482100138,0.628708939,-0.8094804,0.089967323,online_300
6aawk3u0,3,0.670943278,-0.010098969,-0.001300416,-0.326917979,-0.906003189,0.81639103,online_300
6aawk3u0,2,-0.074079371,0.133930123,-0.4844642,0.809279039,-0.798944107,0.300707047,online_300
6aawk3u0,1,-0.670404803,-0.783974292,1.868397103,-0.330007438,-0.883436046,0.011097301,online_300
6aawk3u0,2,1.006226876,0.000197203,-0.481069862,-0.16109009,-0.990024924,1.17076099,online_300
6auxk17j,4,0.371212748,1.080348414,-0.499323469,0.7940242,0.160991301,-0.314733376,online_300
6auxk17j,4,1.474000388,2.210800701,-0.496760823,-0.400086816,0.321981041,-0.289832042,online_300
6auxk17j,3,-0.670404803,-0.736804098,-0.370838778,-1.164090227,0.213702201,-0.63160062,online_300
6auxk17j,3,-0.669970843,-0.610408894,-0.48308983,-0.630846306,0.083206234,0.431188644,online_300
6auxk17j,2,-0.46736791,-0.063132431,-0.48704921,-0.102174231,0.363730703,0.00818308,online_300
6auxk17j,1,-0.670404803,-0.78320668,1.820270088,0.213690027,0.181677429,-0.400770213,online_300
6auxk17j,2,-0.294304823,-0.08400012,-0.48739002,-0.072298139,0.23720829,0.497244094,online_300
6auxk17j,1,-0.670404803,-0.780990677,2.091489493,0.721166492,0.024313779,0.809290936,online_300
6auxk17j,3,0.00746406,0.373697314,-0.491014309,-0.186342977,0.176047013,0.142630808,online_300
6auxk17j,2,0.411681872,0.124211018,-0.487726917,0.322470043,0.141700849,0.7191482,online_300
6auxk17j,3,0.00010338,-0.104444349,-0.490481274,-0.033870832,0.36260797,-0.468438763,online_300
6auxk17j,2,0.013032414,-0.006698174,-0.494963643,0.099281329,0.221077489,0.246694692,online_300
6auxk17j,1,-0.670404803,-0.7831046,2.700980634,0.040272986,0.000029674,0.40849823,online_300
6auxk17j,4,0.119078998,2.768664806,-0.491121677,-0.604191441,0.209290239,0.494481749,online_300
6auxk17j,1,-0.670404803,-0.783983634,2.267026122,-0.210914092,0.201076339,0.1609077,online_300
6auxk17j,2,-0.66489114,-0.47701834,-0.48406333,0.66078127,0.043830743,0.064744,online_300
6auxk17j,1,-0.670404803,-0.784024227,2.031020783,0.604077232,-0.011348079,0.237934096,online_300
6auxk17j,1,-0.670404803,-0.782606419,2.040170809,0.004296474,0.078339306,-0.7020347,online_300
6auxk17j,4,1.841881002,1.628303171,-0.490064884,-0.041139808,0.267433998,0.468401169,online_300
6auxk17j,1,-0.670404803,-0.784400096,2.480040638,0.902216241,0.100099699,-0.708716436,online_300
6auxk17j,4,0.060474014,1.969880728,-0.481431709,-0.848448478,0.300887836,1.009374208,online_300
6bq46sr6,3,-0.663866031,-0.339377002,-0.486632797,-1.094031348,-0.372367807,-0.089038304,online_300
6bq46sr6,2,-0.670404803,-0.66316749,-0.401111241,0.699001079,-0.49874308,0.22021998,online_300
6bq46sr6,2,1.140802104,0.12241608,-0.4906601,0.072636608,-0.070009964,-0.292420803,online_300
6bq46sr6,2,0.030910678,0.001140687,-0.491049779,0.474300083,-0.321808764,0.02463324,online_300
6bq46sr6,3,-0.290061268,-0.486861791,-0.481490297,-0.482368982,-0.180268903,-0.270110389,online_300
6bq46sr6,2,-0.394960273,-0.298177001,-0.4842102,0.69006363,-0.278420019,0.478307026,online_300
6bq46sr6,2,-0.67037608,-0.6867349,-0.409742467,0.613784167,-0.00074397,0.244901016,online_300
6bq46sr6,2,-0.033306347,-0.689193606,-0.488020139,0.609034666,-0.319938897,0.90061119,online_300
6bq46sr6,2,-0.3147066,-0.683949732,-0.403193807,0.09034067,-0.32021279,-0.700710911,online_300
6bq46sr6,1,-0.670404803,-0.780110603,2.69960661,-0.0071798,-0.40074871,-1.690286926,online_300
6bq46sr6,1,-0.670404803,-0.782407113,1.837144093,-1.089112403,-0.416400431,-0.242637336,online_300
6bq46sr6,2,-0.666079394,-0.002172692,-0.474040137,0.40664099,-0.008108793,-0.408744683,online_300
6bq46sr6,3,-0.667046694,-0.480749032,-0.48662978,-0.262004,-0.03110306,-1.442331426,online_300
6bq46sr6,4,2.043027871,1.782830619,-0.001940033,-0.40873124,-0.076328942,-0.100406302,online_300
6bq46sr6,2,-0.610069644,-0.401687078,-0.489428487,0.428420301,-0.066772337,-0.274897402,online_300
6bq46sr6,2,-0.469339337,-0.10901669,-0.486393093,0.609087788,-0.481780789,0.344991462,online_300
6bq46sr6,2,0.12321961,-0.00739123,-0.489110381,0.733812688,-0.428764088,0.713330087,online_300
6bq46sr6,2,-0.670404803,-0.636304744,-0.46049038,0.40088473,-0.426360931,-1.006823036,online_300
6bq46sr6,2,0.273091442,-0.132298927,-0.4948123,0.04807087,-0.42618761,0.747697213,online_300
6bq46sr6,2,-0.670398329,-0.608640221,-0.461604723,0.249880489,-0.469276077,-0.04660179,online_300
6bq46sr6,2,0.997888961,0.220037074,-0.493311104,0.282086773,-0.103022242,0.608622948,online_300
6fyavs0r,3,0.082490763,-0.200929806,-0.493726084,-0.21767208,-0.3017629,0.068887898,online_300
6fyavs0r,2,-0.041237932,-0.627046006,-0.487449301,-0.084312077,-0.201027001,0.121231472,online_300
6fyavs0r,3,-0.048346167,-0.600019396,-0.48890772,-0.209997443,-0.306903378,-0.118026436,online_300
6fyavs0r,4,0.371878686,2.143761133,-0.477441771,-0.02306819,-0.10420809,0.908794668,online_300
6fyavs0r,4,0.623187877,2.084620348,-0.493133387,-0.362727447,-0.101462073,0.087396702,online_300
6fyavs0r,3,-0.660036102,-0.206842008,-0.480671434,-0.218783004,-0.307944778,0.677484927,online_300
6fyavs0r,3,0.00863442,0.143317987,-0.498208667,-0.374691492,-0.311403431,0.490100014,online_300
